No. Adq.,Título,Autor,Vol/Tomo/Año,Clasificación,ISBN/ISSN,Estado,Tipo,Colección,,,
1833,,,,C PN41 D545 1967,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1832,,,,C PN41 D545 1967,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18308,,,,AC9 B846 v.366,968-16-2313-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18304,,,,AC9 B846 v.362,968-16-1467-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18280,,,,AC9 B846 v.323,968-16-1479-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18268,,,,AC9 B846 v.340,968-16-1319-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18263,,,,AC9 B846 v.335,968-16-1212-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18252,,,,AC9 B846 v.307,968-16-0686-8,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18248,,,,AC9 B846 v.303,968-16-0818-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18244,,,,AC9 B846 v.280,968-16-0296-X,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18208,,,,AC9 B846 v.4,968-16-005303,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
18199,,,,AC9 B846 v.229,968-16-0040-1,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1764,,,,AC1 G786 v.37,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1750,,,,AC1 G786 v.36,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
17438,,,,AC9 B846 v.79,968-16-0009-6,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
16495,,,,PN59 D542,968-871-020-2,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1600028,,,,BF76.7 M294 2010,978-607-448-052-8,DISPONIBLE,Libros,CIENCIAS BASICAS,,,
155,,,,AC9 B846 1972 v.159,968-16-0177-7,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
15279,,,,PQ437 R271,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
15087,,,,AC9 B846 v.56,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1500041,,,,BF76.7 M294 2010,978-607-448-052-8,DISPONIBLE,Libros,CIENCIAS BASICAS,,,
13277,,,,C CT183 D639 v.5,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
12543,,,,F1219.73 L579,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
12542,,,,F1219.73 L579,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
11214,,,,PQ7189 M332t v.11,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10861,,,,PM3968.5 S679 1976,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10856,,,,C PN563 L111,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10775,,,,R153 Ch455,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10761,,,,PN563 L472,968-16-1802-4,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10716,,,,PQ7197 S358,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10714,,,,PN55 S994,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10703,,,,PQ8549 U86,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10611,,,,AC9 B582c v.116,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10608,,,,AC9 B582e 1976,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10605,,,,AC9 B582ci 1974,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10593,,,,AC9 B582 v.204,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
1047,,,,AC1 G786 v.29,0-85229-163-9,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10365,,,,PQ7297 A634 v.111,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10362,,,,PQ7100 L649 1984,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10357,,,,PQ7297 F363 v.91,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10322,,,,PQ7081 H519,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10304,,,,PQ7297 H558,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10284,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10283,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10282,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10281,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10280,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10279,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10278,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10277,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10276,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10275,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10274,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10273,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10272,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10271,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10270,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10269,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10268,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10267,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10266,,,,PQ7297 R457o,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10225,,,,AC9 B846 1964 v.156,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10222,,,,PQ9621 Q3 v.32,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10221,,,,PQ2605 T796 v.31,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10220,,,,PG3367 .S5 T654 v.30,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10219,,,,PG3334 .E8 G613 v.28,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10217,,,,PQ6554 .P3 P434 v.26,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10216,,,,PQ6573 G752 v.25,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10215,,,,PQ2504 Z86 v.24,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10213,,,,PN3321 D238 v.22,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10211,,,,PR5618 M156 v.20-21,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10209,,,,PQ2246 F587 v.18,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10208,,,,PQ2246 G752 v.17,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10207,,,,PQ2362 M561 v.16,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10206,,,,PR4664 .A2 E42 v.15,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10203,,,,PQ2258 G277 v.12,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10202,,,,PQ2227 .R3 D886 v.11,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10201,,,,PQ2410 S213 v.10,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10200,,,,PQ2435 S825 v.9,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10199,,,,PQ2168 .E7 B171 v.8,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10198,,,,PZ3 B198 v.7,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10197,,,,PR4034 D722 v.6,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10196,,,,PQ2205 N937 v.5,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10195,,,,PQ1805 N937 v.4,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10193,,,,PQ6256 .P5 N632 v.2,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
10192,,,,PR5812 C961 v.1,,DISPONIBLE,Libros,CENTRO DE INFORMACION,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,El reporte consta de 1095 registros(s);
,,,,,,,,,,,y fué generado el 17/04/2024 a las 08:15:10 am con SIABUC9®
